location,omega,pop,season,cadence,location_level,disease,log_pop
Shasta,11.580321658535354,177925,2023-2024,NA,county,COVID-19,12.089117392167472
Solano,16.96809391257945,444255,2023-2024,NA,county,COVID-19,13.004154000877591
Sonoma,9.419647659985541,496668,2023-2024,NA,county,COVID-19,13.115677073813687
Stanislaus,11.279664549078628,562303,2023-2024,NA,county,COVID-19,13.239796129496366
Tehama,13.13573941044135,65885,2023-2024,NA,county,COVID-19,11.095666076979352
Tulare,13.04972509941027,484423,2023-2024,NA,county,COVID-19,13.090713770954181
Tuolumne,15.257911112792822,52351,2023-2024,NA,county,COVID-19,10.86572631831299
Ventura,13.607824731466668,852747,2023-2024,NA,county,COVID-19,13.656218182244801
Yolo,11.72748343983474,223612,2023-2024,NA,county,COVID-19,12.317667686086015
Yuba,11.468980905252014,79290,2023-2024,NA,county,COVID-19,11.280867296266445
ak,9.93275408134674,731545,2022-2024,Daily,state,Influenza,13.502914014980135
al,15.757836167387374,4903185,2022-2024,Daily,state,Influenza,15.405395551922352
ar,15.05440035729617,3017804,2022-2024,Daily,state,Influenza,14.920039972529695
az,27.46329650896512,7278717,2022-2024,Daily,state,Influenza,15.800465168377697
ca,28.913867855336573,39512223,2022-2024,Daily,state,Influenza,17.492120625041704
co,12.077445327994663,5758736,2022-2024,Daily,state,Influenza,15.566228564146174
ct,14.444852415187981,3565287,2022-2024,Daily,state,Influenza,15.086755113499024
dc,10.978415239802807,705749,2022-2024,Daily,state,Influenza,13.46701492918239
de,13.273912613629069,973764,2022-2024,Daily,state,Influenza,13.788924253470674
fl,18.95941178535161,21477737,2022-2024,Daily,state,Influenza,16.88252746823733
ga,16.408917654454225,10617423,2022-2024,Daily,state,Influenza,16.178006888965257
hi,10.06381976283559,1415872,2022-2024,Daily,state,Influenza,14.163256153669659
ia,15.37800013110292,3155070,2022-2024,Daily,state,Influenza,14.964521240716078
id,14.918371853846402,1787065,2022-2024,Daily,state,Influenza,14.396085167290911
il,22.16496699702558,12671821,2022-2024,Daily,state,Influenza,16.354891267305263
in,21.32782892776538,6732219,2022-2024,Daily,state,Influenza,15.722415364958001
ks,16.370108280243333,2913314,2022-2024,Daily,state,Influenza,14.884801822785983
ky,20.80183207450276,4467673,2022-2024,Daily,state,Influenza,15.312378249384595
la,13.84578770668461,4648794,2022-2024,Daily,state,Influenza,15.352118389086547
ma,22.55516528146768,6892503,2022-2024,Daily,state,Influenza,15.745944857135706
md,18.344685789824812,6045680,2022-2024,Daily,state,Influenza,15.61485452536542
me,15.81700005751241,1344212,2022-2024,Daily,state,Influenza,14.111318525721124
mi,22.073871416381095,9986857,2022-2024,Daily,state,Influenza,16.11678048650856
mn,17.18768786974958,5639632,2022-2024,Daily,state,Influenza,15.545329373118532
mo,21.798917898730497,6137428,2022-2024,Daily,state,Influenza,15.629916319855207
ms,13.73125508810935,2976149,2022-2024,Daily,state,Influenza,14.9061407408861
mt,11.36138951920147,1068778,2022-2024,Daily,state,Influenza,13.882026497720332
nc,21.395126442184818,10488084,2022-2024,Daily,state,Influenza,16.16575031354692
nd,10.000828949623608,762062,2022-2024,Daily,state,Influenza,13.543783196188242
ne,11.409827620891821,1934408,2022-2024,Daily,state,Influenza,14.47531189448341
nh,13.1284049398111,1359711,2022-2024,Daily,state,Influenza,14.12278273513091
nj,23.055989486863528,8882190,2022-2024,Daily,state,Influenza,15.999558706183862
nm,16.36314668782275,2096829,2022-2024,Daily,state,Influenza,14.5559367614947
nv,16.984584970245365,3080156,2022-2024,Daily,state,Influenza,14.940490803017772
ny,25.398239470788162,19453561,2022-2024,Daily,state,Influenza,16.783540696103653
oh,21.908742509508293,11689100,2022-2024,Daily,state,Influenza,16.27416734160507
ok,25.325514459100617,3956971,2022-2024,Daily,state,Influenza,15.190989391556274
or,23.871297974574613,4217737,2022-2024,Daily,state,Influenza,15.254809286251392
pa,20.634542524412012,12801989,2022-2024,Daily,state,Influenza,16.365111107442974
ri,9.724077106139784,1059361,2022-2024,Daily,state,Influenza,13.873176454124396
sc,19.017814611388385,5148714,2022-2024,Daily,state,Influenza,15.454257532719637
sd,12.153898513650718,884659,2022-2024,Daily,state,Influenza,13.692957539004349
tn,18.26257630872352,6829174,2022-2024,Daily,state,Influenza,15.73671428719104
tx,26.43367496502823,28995881,2022-2024,Daily,state,Influenza,17.182664343380136
us,33.768532514060965,328239523,2022-2024,Daily,state,Influenza,19.609254152892177
ut,12.223968842572353,3205958,2022-2024,Daily,state,Influenza,14.980521511629142
va,19.22006403649038,8535519,2022-2024,Daily,state,Influenza,15.959746720797773
vt,10.579565334941298,623989,2022-2024,Daily,state,Influenza,13.343888018991057
wa,20.580621773077745,7614893,2022-2024,Daily,state,Influenza,15.845616492997973
wi,17.41764252268011,5822434,2022-2024,Daily,state,Influenza,15.577228945339334
wv,15.318822816377365,1792147,2022-2024,Daily,state,Influenza,14.398924900402633
wy,10.821875374168211,578759,2022-2024,Daily,state,Influenza,13.268641435017608
ak,11.05227441882528,731545,2022-2023,Daily,state,Influenza,13.502914014980135
al,19.766464657050676,4903185,2022-2023,Daily,state,Influenza,15.405395551922352
ar,18.020442149645376,3017804,2022-2023,Daily,state,Influenza,14.920039972529695
az,27.073866148348802,7278717,2022-2023,Daily,state,Influenza,15.800465168377697
ca,31.202759351609966,39512223,2022-2023,Daily,state,Influenza,17.492120625041704
co,12.203985768916647,5758736,2022-2023,Daily,state,Influenza,15.566228564146174
ct,16.61105729333955,3565287,2022-2023,Daily,state,Influenza,15.086755113499024
dc,12.84418135823051,705749,2022-2023,Daily,state,Influenza,13.46701492918239
de,18.96732842948765,973764,2022-2023,Daily,state,Influenza,13.788924253470674
fl,22.104356283697634,21477737,2022-2023,Daily,state,Influenza,16.88252746823733
ga,13.16571040142247,10617423,2022-2023,Daily,state,Influenza,16.178006888965257
hi,13.954860434870909,1415872,2022-2023,Daily,state,Influenza,14.163256153669659
ia,19.26870433596397,3155070,2022-2023,Daily,state,Influenza,14.964521240716078
id,15.956137044410301,1787065,2022-2023,Daily,state,Influenza,14.396085167290911
il,26.00181087012715,12671821,2022-2023,Daily,state,Influenza,16.354891267305263
in,24.089933630574812,6732219,2022-2023,Daily,state,Influenza,15.722415364958001
ks,21.022224982858027,2913314,2022-2023,Daily,state,Influenza,14.884801822785983
ky,24.304659903793567,4467673,2022-2023,Daily,state,Influenza,15.312378249384595
la,16.41933525884194,4648794,2022-2023,Daily,state,Influenza,15.352118389086547
ma,29.57882392898267,6892503,2022-2023,Daily,state,Influenza,15.745944857135706
md,20.242976554131364,6045680,2022-2023,Daily,state,Influenza,15.61485452536542
me,19.53185141089119,1344212,2022-2023,Daily,state,Influenza,14.111318525721124
mi,27.26270526473752,9986857,2022-2023,Daily,state,Influenza,16.11678048650856
mn,25.068942024329587,5639632,2022-2023,Daily,state,Influenza,15.545329373118532
mo,27.181556576085875,6137428,2022-2023,Daily,state,Influenza,15.629916319855207
ms,14.022410025386344,2976149,2022-2023,Daily,state,Influenza,14.9061407408861
mt,14.718857880274694,1068778,2022-2023,Daily,state,Influenza,13.882026497720332
nc,20.546373411185826,10488084,2022-2023,Daily,state,Influenza,16.16575031354692
nd,12.094963166277584,762062,2022-2023,Daily,state,Influenza,13.543783196188242
ne,12.808960976376005,1934408,2022-2023,Daily,state,Influenza,14.47531189448341
nh,18.56619829380819,1359711,2022-2023,Daily,state,Influenza,14.12278273513091
nj,26.022559829572756,8882190,2022-2023,Daily,state,Influenza,15.999558706183862
nm,17.85993602542597,2096829,2022-2023,Daily,state,Influenza,14.5559367614947
nv,20.14776244483929,3080156,2022-2023,Daily,state,Influenza,14.940490803017772
ny,32.04068289088534,19453561,2022-2023,Daily,state,Influenza,16.783540696103653
oh,27.414514582974714,11689100,2022-2023,Daily,state,Influenza,16.27416734160507
ok,30.385698161353837,3956971,2022-2023,Daily,state,Influenza,15.190989391556274
or,29.490449163841028,4217737,2022-2023,Daily,state,Influenza,15.254809286251392
pa,24.48086837752549,12801989,2022-2023,Daily,state,Influenza,16.365111107442974
ri,13.625494808257955,1059361,2022-2023,Daily,state,Influenza,13.873176454124396
sc,14.802204899711668,5148714,2022-2023,Daily,state,Influenza,15.454257532719637
sd,13.15879487478595,884659,2022-2023,Daily,state,Influenza,13.692957539004349
tn,20.083157683718177,6829174,2022-2023,Daily,state,Influenza,15.73671428719104
tx,28.698890200857264,28995881,2022-2023,Daily,state,Influenza,17.182664343380136
us,36.496468224126055,328239523,2022-2023,Daily,state,Influenza,19.609254152892177
ut,12.531463175098134,3205958,2022-2023,Daily,state,Influenza,14.980521511629142
va,19.548579786086005,8535519,2022-2023,Daily,state,Influenza,15.959746720797773
vt,12.253090307416581,623989,2022-2023,Daily,state,Influenza,13.343888018991057
wa,24.295965879432323,7614893,2022-2023,Daily,state,Influenza,15.845616492997973
wi,21.205177363323212,5822434,2022-2023,Daily,state,Influenza,15.577228945339334
wv,19.987190320125116,1792147,2022-2023,Daily,state,Influenza,14.398924900402633
wy,10.712028148230967,578759,2022-2023,Daily,state,Influenza,13.268641435017608
ak,10.213230699848308,731545,2023-2024,Daily,state,Influenza,13.502914014980135
al,16.715178408897234,4903185,2023-2024,Daily,state,Influenza,15.405395551922352
ar,13.436159813178804,3017804,2023-2024,Daily,state,Influenza,14.920039972529695
az,27.374205899577973,7278717,2023-2024,Daily,state,Influenza,15.800465168377697
ca,26.318124810822773,39512223,2023-2024,Daily,state,Influenza,17.492120625041704
co,12.468375167493695,5758736,2023-2024,Daily,state,Influenza,15.566228564146174
ct,12.986311147785901,3565287,2023-2024,Daily,state,Influenza,15.086755113499024
dc,10.325224695303536,705749,2023-2024,Daily,state,Influenza,13.46701492918239
de,10.8810820041483,973764,2023-2024,Daily,state,Influenza,13.788924253470674
fl,18.34723024547894,21477737,2023-2024,Daily,state,Influenza,16.88252746823733
ga,18.95630809071297,10617423,2023-2024,Daily,state,Influenza,16.178006888965257
hi,10.423259778083082,1415872,2023-2024,Daily,state,Influenza,14.163256153669659
ia,12.148042125421298,3155070,2023-2024,Daily,state,Influenza,14.964521240716078
id,13.314748734999682,1787065,2023-2024,Daily,state,Influenza,14.396085167290911
il,16.082579913958618,12671821,2023-2024,Daily,state,Influenza,16.354891267305263
in,17.564480487272462,6732219,2023-2024,Daily,state,Influenza,15.722415364958001
ks,15.529069078682111,2913314,2023-2024,Daily,state,Influenza,14.884801822785983
ky,15.4272317945078,4467673,2023-2024,Daily,state,Influenza,15.312378249384595
la,16.137601186488748,4648794,2023-2024,Daily,state,Influenza,15.352118389086547
ma,20.784168420622905,6892503,2023-2024,Daily,state,Influenza,15.745944857135706
md,20.476987357330735,6045680,2023-2024,Daily,state,Influenza,15.61485452536542
me,11.166130594061086,1344212,2023-2024,Daily,state,Influenza,14.111318525721124
mi,17.980320706420592,9986857,2023-2024,Daily,state,Influenza,16.11678048650856
mn,12.2945929403659,5639632,2023-2024,Daily,state,Influenza,15.545329373118532
mo,14.860345016917421,6137428,2023-2024,Daily,state,Influenza,15.629916319855207
ms,13.77273019235573,2976149,2023-2024,Daily,state,Influenza,14.9061407408861
mt,10.499964505609594,1068778,2023-2024,Daily,state,Influenza,13.882026497720332
nc,23.925314247828023,10488084,2023-2024,Daily,state,Influenza,16.16575031354692
nd,10.6326063726498,762062,2023-2024,Daily,state,Influenza,13.543783196188242
ne,10.634222434474527,1934408,2023-2024,Daily,state,Influenza,14.47531189448341
nh,11.212577579183403,1359711,2023-2024,Daily,state,Influenza,14.12278273513091
nj,22.34639232822524,8882190,2023-2024,Daily,state,Influenza,15.999558706183862
nm,14.437707859075688,2096829,2023-2024,Daily,state,Influenza,14.5559367614947
nv,15.001867534927072,3080156,2023-2024,Daily,state,Influenza,14.940490803017772
ny,20.75351096569289,19453561,2023-2024,Daily,state,Influenza,16.783540696103653
oh,19.094341352784227,11689100,2023-2024,Daily,state,Influenza,16.27416734160507
ok,17.731528334166256,3956971,2023-2024,Daily,state,Influenza,15.190989391556274
or,11.01561892201125,4217737,2023-2024,Daily,state,Influenza,15.254809286251392
pa,16.77554112834141,12801989,2023-2024,Daily,state,Influenza,16.365111107442974
ri,10.532230894951534,1059361,2023-2024,Daily,state,Influenza,13.873176454124396
sc,23.535087981535973,5148714,2023-2024,Daily,state,Influenza,15.454257532719637
sd,12.559955424051983,884659,2023-2024,Daily,state,Influenza,13.692957539004349
tn,16.69215198617825,6829174,2023-2024,Daily,state,Influenza,15.73671428719104
tx,23.269124923669537,28995881,2023-2024,Daily,state,Influenza,17.182664343380136
us,33.92262066585094,328239523,2023-2024,Daily,state,Influenza,19.609254152892177
ut,10.929318820127998,3205958,2023-2024,Daily,state,Influenza,14.980521511629142
va,21.00733189395312,8535519,2023-2024,Daily,state,Influenza,15.959746720797773
vt,10.442786672098837,623989,2023-2024,Daily,state,Influenza,13.343888018991057
wa,12.907707236614618,7614893,2023-2024,Daily,state,Influenza,15.845616492997973
wi,12.688246012071225,5822434,2023-2024,Daily,state,Influenza,15.577228945339334
wv,13.323851715401702,1792147,2023-2024,Daily,state,Influenza,14.398924900402633
wy,11.968785729340459,578759,2023-2024,Daily,state,Influenza,13.268641435017608
Alameda,8.050016277248872,1685886,2022-2024,NA,county,Influenza,14.337801799599534
Butte,9.218399351602546,217769,2022-2024,NA,county,Influenza,12.291190146935717
Contra Costa,5.978613402296428,1160099,2022-2024,NA,county,Influenza,13.964015904268472
El Dorado,8.286114381076226,193098,2022-2024,NA,county,Influenza,12.170953111035159
Fresno,7.983143238964963,1032227,2022-2024,NA,county,Influenza,13.847229162076028
Imperial,11.218579942434415,191649,2022-2024,NA,county,Influenza,12.163420852950058
Kern,6.563657850411719,927251,2022-2024,NA,county,Influenza,13.73997957380906
Kings,7.296203367020471,156444,2022-2024,NA,county,Influenza,11.96045339745078
Los Angeles,34.7825181845378,10257557,2022-2024,NA,county,Influenza,16.143525260192618
Marin,9.08016489909863,260800,2022-2024,NA,county,Influenza,12.471509109034635
Merced,9.455701551058493,287420,2022-2024,NA,county,Influenza,12.568699839628238
Monterey,5.264839931761712,448732,2022-2024,NA,county,Influenza,13.014181106559528
Napa,12.786083154800831,139652,2022-2024,NA,county,Influenza,11.846908892788852
Orange,37.50373273446631,3228519,2022-2024,NA,county,Influenza,14.987534076117296
Placer,6.113286083860436,400434,2022-2024,NA,county,Influenza,12.900304237903036
Riverside,27.411738436639,2468145,2022-2024,NA,county,Influenza,14.718977414307515
Sacramento,35.80378769792086,1567975,2022-2024,NA,county,Influenza,14.265295535887834
San Bernardino,34.9684297081337,2217398,2022-2024,NA,county,Influenza,14.611844994362734
San Diego,10.981979679998222,3370418,2022-2024,NA,county,Influenza,15.030547330245073
San Francisco,18.53392056358277,892280,2022-2024,NA,county,Influenza,13.701535263650719
San Joaquin,29.921859415237982,782545,2022-2024,NA,county,Influenza,13.570306707730145
San Luis Obispo,9.903492948839999,278862,2022-2024,NA,county,Influenza,12.538472314780956
San Mateo,8.961154951780204,778001,2022-2024,NA,county,Influenza,13.564483088506746
Santa Barbara,25.296647797695325,456373,2022-2024,NA,county,Influenza,13.031065736587339
Santa Clara,27.05981360821028,1967585,2022-2024,NA,county,Influenza,14.49231746037355
Shasta,9.034254343420967,177925,2022-2024,NA,county,Influenza,12.089117392167472
Solano,23.817656958821097,444255,2022-2024,NA,county,Influenza,13.004154000877591
Sonoma,3.2972382494602326,496668,2022-2024,NA,county,Influenza,13.115677073813687
Stanislaus,7.77254399189461,562303,2022-2024,NA,county,Influenza,13.239796129496366
Tehama,13.680120634814196,65885,2022-2024,NA,county,Influenza,11.095666076979352
Tulare,7.619048914334481,484423,2022-2024,NA,county,Influenza,13.090713770954181
Tuolumne,17.672660663530614,52351,2022-2024,NA,county,Influenza,10.86572631831299
Ventura,27.736164336542135,852747,2022-2024,NA,county,Influenza,13.656218182244801
Yolo,9.391988210942138,223612,2022-2024,NA,county,Influenza,12.317667686086015
Yuba,10.671154087526503,79290,2022-2024,NA,county,Influenza,11.280867296266445
Alameda,8.912636372275163,1685886,2022-2023,NA,county,Influenza,14.337801799599534
Butte,5.938034089872457,217769,2022-2023,NA,county,Influenza,12.291190146935717
Contra Costa,5.882467908390343,1160099,2022-2023,NA,county,Influenza,13.964015904268472
El Dorado,6.65139415253827,193098,2022-2023,NA,county,Influenza,12.170953111035159
Fresno,9.714781495891945,1032227,2022-2023,NA,county,Influenza,13.847229162076028
Imperial,9.773699970208527,191649,2022-2023,NA,county,Influenza,12.163420852950058
Kern,13.661754630824296,927251,2022-2023,NA,county,Influenza,13.73997957380906
Kings,10.175787632475952,156444,2022-2023,NA,county,Influenza,11.96045339745078
Los Angeles,11.993311745068914,10257557,2022-2023,NA,county,Influenza,16.143525260192618
Marin,7.015696319467734,260800,2022-2023,NA,county,Influenza,12.471509109034635
Merced,8.720582650342745,287420,2022-2023,NA,county,Influenza,12.568699839628238
Monterey,5.84340823934586,448732,2022-2023,NA,county,Influenza,13.014181106559528
Napa,7.942293180350724,139652,2022-2023,NA,county,Influenza,11.846908892788852
Orange,8.709018394292478,3228519,2022-2023,NA,county,Influenza,14.987534076117296
Placer,5.5682984857234885,400434,2022-2023,NA,county,Influenza,12.900304237903036
Riverside,4.058148005406991,2468145,2022-2023,NA,county,Influenza,14.718977414307515
Sacramento,18.40465114290962,1567975,2022-2023,NA,county,Influenza,14.265295535887834
San Bernardino,9.682656814889912,2217398,2022-2023,NA,county,Influenza,14.611844994362734
San Diego,12.16938447387398,3370418,2022-2023,NA,county,Influenza,15.030547330245073
San Francisco,13.134933159663397,892280,2022-2023,NA,county,Influenza,13.701535263650719
San Joaquin,11.875074702558418,782545,2022-2023,NA,county,Influenza,13.570306707730145
San Luis Obispo,10.823767904377268,278862,2022-2023,NA,county,Influenza,12.538472314780956
San Mateo,8.39451507577702,778001,2022-2023,NA,county,Influenza,13.564483088506746
Santa Barbara,11.768815033144964,456373,2022-2023,NA,county,Influenza,13.031065736587339
Santa Clara,9.480052171601749,1967585,2022-2023,NA,county,Influenza,14.49231746037355
Shasta,7.994076836521402,177925,2022-2023,NA,county,Influenza,12.089117392167472
Solano,3.916102850101999,444255,2022-2023,NA,county,Influenza,13.004154000877591
Sonoma,2.41395448059738,496668,2022-2023,NA,county,Influenza,13.115677073813687
Stanislaus,13.035392941133484,562303,2022-2023,NA,county,Influenza,13.239796129496366
Tehama,7.430575777316495,65885,2022-2023,NA,county,Influenza,11.095666076979352
Tulare,5.1508968208836325,484423,2022-2023,NA,county,Influenza,13.090713770954181
Tuolumne,7.919874251499792,52351,2022-2023,NA,county,Influenza,10.86572631831299
Ventura,4.712521718541652,852747,2022-2023,NA,county,Influenza,13.656218182244801
Yolo,12.670953747656599,223612,2022-2023,NA,county,Influenza,12.317667686086015
Yuba,8.747537331527443,79290,2022-2023,NA,county,Influenza,11.280867296266445
Alameda,4.791874624631021,1685886,2023-2024,NA,county,Influenza,14.337801799599534
Butte,15.75466636499262,217769,2023-2024,NA,county,Influenza,12.291190146935717
Contra Costa,7.030498509746364,1160099,2023-2024,NA,county,Influenza,13.964015904268472
El Dorado,6.030594547122725,193098,2023-2024,NA,county,Influenza,12.170953111035159
Fresno,5.9323958597532584,1032227,2023-2024,NA,county,Influenza,13.847229162076028
Imperial,13.145271749166998,191649,2023-2024,NA,county,Influenza,12.163420852950058
Kern,12.433753081740607,927251,2023-2024,NA,county,Influenza,13.73997957380906
Kings,11.86650621613139,156444,2023-2024,NA,county,Influenza,11.96045339745078
Los Angeles,7.551460033039903,10257557,2023-2024,NA,county,Influenza,16.143525260192618
Marin,17.846765591957727,260800,2023-2024,NA,county,Influenza,12.471509109034635
Merced,16.79161649003902,287420,2023-2024,NA,county,Influenza,12.568699839628238
Monterey,10.611982069061431,448732,2023-2024,NA,county,Influenza,13.014181106559528
Napa,12.710180630095703,139652,2023-2024,NA,county,Influenza,11.846908892788852
Orange,17.96924150594419,3228519,2023-2024,NA,county,Influenza,14.987534076117296
Placer,6.462740774379528,400434,2023-2024,NA,county,Influenza,12.900304237903036
Riverside,8.675808654363081,2468145,2023-2024,NA,county,Influenza,14.718977414307515
Sacramento,9.502308440915785,1567975,2023-2024,NA,county,Influenza,14.265295535887834
San Bernardino,10.247676313031896,2217398,2023-2024,NA,county,Influenza,14.611844994362734
San Diego,5.499031892280115,3370418,2023-2024,NA,county,Influenza,15.030547330245073
San Francisco,26.512497210272755,892280,2023-2024,NA,county,Influenza,13.701535263650719
San Joaquin,8.392127313140973,782545,2023-2024,NA,county,Influenza,13.570306707730145
San Luis Obispo,7.268773478268853,278862,2023-2024,NA,county,Influenza,12.538472314780956
San Mateo,7.969020276812144,778001,2023-2024,NA,county,Influenza,13.564483088506746
Santa Barbara,7.170280053053291,456373,2023-2024,NA,county,Influenza,13.031065736587339
Santa Clara,8.49409364182444,1967585,2023-2024,NA,county,Influenza,14.49231746037355
Shasta,20.546878508770618,177925,2023-2024,NA,county,Influenza,12.089117392167472
Solano,8.99500713397423,444255,2023-2024,NA,county,Influenza,13.004154000877591
Sonoma,8.99586507960839,496668,2023-2024,NA,county,Influenza,13.115677073813687
Stanislaus,6.014655281810488,562303,2023-2024,NA,county,Influenza,13.239796129496366
Tehama,15.8789919833924,65885,2023-2024,NA,county,Influenza,11.095666076979352
Tulare,8.77583126307936,484423,2023-2024,NA,county,Influenza,13.090713770954181
Tuolumne,3.8255699161020007,52351,2023-2024,NA,county,Influenza,10.86572631831299
Ventura,7.022662400918945,852747,2023-2024,NA,county,Influenza,13.656218182244801
Yolo,16.96585500190173,223612,2023-2024,NA,county,Influenza,12.317667686086015
Yuba,16.402247162237728,79290,2023-2024,NA,county,Influenza,11.280867296266445
